YEAR,MO,DY,T2M,RH2M,WS50M_MAX,WS50M_MIN,WS50M
2013,12,7,26.13,84.31,8.54,5.42,6.74
2013,12,8,26.08,84.25,6.59,4.08,5.76
2013,12,9,26.02,87.81,4.93,2.79,3.73
2013,12,10,26.19,88.44,7.98,4.3,6.37
2013,12,11,26.37,85.31,5.73,4.1,4.91
2013,12,12,26.37,83.81,5.62,4.31,4.96
2013,12,13,26.36,84.69,4.66,2.98,3.97
2013,12,14,26.46,87.88,5.87,4.13,4.92
2013,12,15,26.36,89.38,5.95,3.33,4.8
2013,12,16,26.77,84.88,4.05,1.22,2.72
2013,12,17,26.68,86.06,4.73,1.59,3.29
2013,12,18,26.41,87.81,9.02,3.65,6.29
2013,12,19,26.44,83.5,8.23,6.83,7.44
2013,12,20,26.09,84.12,7.02,5.82,6.47
2013,12,21,25.37,87.12,7.38,5.38,6.1
2013,12,22,25.86,80.44,6.9,4.05,5.84
2013,12,23,26.01,84.31,6.5,4.19,5.62
2013,12,24,25.77,84.5,7.09,4.41,5.66
2013,12,25,25.41,86.25,6.16,4.42,5.12
2013,12,26,25.57,86.25,6.66,4.2,5.02
2013,12,27,25.56,85.19,7.62,5.28,6.35
2013,12,28,25.17,84.88,8,6.55,7.39
2013,12,29,25.42,83.38,8.02,6.49,7.3
2013,12,30,25.09,84.06,7.38,6.04,6.68
2013,12,31,25.53,83.69,7.24,5.56,6.46
2014,1,1,25.45,86.5,7.85,5.88,6.73
2014,1,2,25.63,85.75,6.77,4.38,5.66
2014,1,3,25.61,86.06,5.91,3.37,4.82
2014,1,4,25.99,85.62,5.84,2.67,4.48
2014,1,5,25.55,88.81,6.76,3.96,5.71
2014,1,6,25.52,85.19,6.61,3.88,4.85
2014,1,7,25.42,83.81,5.69,3.88,4.62
2014,1,8,25.39,88,6.29,2.95,4.88
2014,1,9,25.48,89.12,10.02,5.23,7.79
2014,1,10,25.12,88.88,10.06,8.56,9.3
2014,1,11,25.54,88.62,8.86,7.16,7.86
2014,1,12,25.5,88.38,7.89,5.97,6.75
2014,1,13,25.13,85.12,7.23,4.86,6.29
2014,1,14,24.97,83.31,7.19,5.77,6.51
2014,1,15,24.64,82,6.7,5.29,5.99
2014,1,16,24.49,81.31,6.79,5.33,6.09
2014,1,17,24.37,80.88,7.33,5.48,6.29
2014,1,18,24.26,80.25,8.34,6.62,7.5
2014,1,19,24.09,78.38,7.8,5.21,6.47
2014,1,20,23.98,79.94,6.05,4.18,5.12
2014,1,21,24.07,79.25,6.35,4.28,5.1
2014,1,22,23.98,79.94,7.7,5.23,6.59
2014,1,23,23.89,78.94,6.7,5.44,5.95
2014,1,24,23.89,80.62,5.42,4.62,5.07
2014,1,25,24.15,78.38,5,3.32,4.15
2014,1,26,24,80.75,6.55,4.07,5.04
2014,1,27,24.09,83.25,5.68,4.55,5.04
2014,1,28,24.43,84.62,7.16,4.28,6.03
2014,1,29,24.47,81.69,5.95,3.95,4.87
2014,1,30,24.41,82.44,5.16,4.03,4.74
2014,1,31,24.19,79.06,5.12,3.64,4.34
2014,2,1,24.11,75.5,4.05,2.28,3.67
2014,2,2,24.64,68.75,4.34,1.77,2.69
2014,2,3,25,68.94,4.8,2.49,3.35
2014,2,4,24.87,74.38,5.2,0.36,2.55
2014,2,5,24.73,79.75,4.41,1.95,3.3
2014,2,6,24.89,78.12,3.56,2.3,3.05
2014,2,7,25.41,74.5,4.27,2.2,3.05
2014,2,8,25.4,82.81,4.68,2.52,3.38
2014,2,9,25.86,81.62,4.43,1.61,3.05
2014,2,10,26.12,79.06,4.84,1.59,2.95
2014,2,11,25.69,82.19,4.62,1.48,3.21
2014,2,12,26,81.44,5.2,3.95,4.67
2014,2,13,25.85,81.06,5.33,3.75,4.62
2014,2,14,25.89,81.69,5.4,3.77,4.81
2014,2,15,25.72,81.5,6.66,4.93,5.61
2014,2,16,25.78,81,5.98,5.31,5.58
2014,2,17,25.97,79.5,5.57,4.37,5.16
2014,2,18,25.83,80.25,4.25,2.98,3.5
2014,2,19,25.7,80.31,4.3,2.45,3.45
2014,2,20,25.84,82.44,7.27,4.65,6.19
2014,2,21,25.76,82.56,7.42,5.03,5.98
2014,2,22,25.55,83.19,5.97,4.15,5.02
2014,2,23,25.63,78.62,6.48,3.93,5.09
2014,2,24,25.04,79.06,5.77,3.52,4.24
2014,2,25,25.14,76.69,3.91,2.75,3.52
2014,2,26,25.3,80.25,4.38,2.6,3.69
2014,2,27,25.53,82.38,5.81,3.58,4.88
2014,2,28,25.57,79.69,5.45,3.72,4.25
2014,3,1,25.45,77.5,4.81,2.45,3.7
2014,3,2,25.55,76,4.05,2.07,2.93
2014,3,3,25.8,76.81,4.29,2.02,3.14
2014,3,4,25.4,80.81,4.24,3.16,3.7
2014,3,5,25.76,73,4.58,3.34,3.9
2014,3,6,26.03,73.12,4.8,2.44,3.9
2014,3,7,25.97,76.12,5.18,3.1,4.09
2014,3,8,25.4,77.56,4.1,3.01,3.51
2014,3,9,25.6,76.44,4.45,3,3.78
2014,3,10,25.79,74.94,4.8,3.2,4.12
2014,3,11,25.87,81.44,5.77,2.62,4.16
2014,3,12,26.23,75.81,5.28,3.6,4.24
2014,3,13,26.39,79.56,4.22,1.79,3.02
2014,3,14,26.62,82.06,5.45,2.77,3.98
2014,3,15,27,85.5,7.58,4.88,6.48
2014,3,16,26.7,90.19,8.26,5.76,6.97
2014,3,17,26.78,87.5,6.81,3.98,5.86
2014,3,18,26.99,81.94,5.7,2.92,4.54
2014,3,19,27.05,74.81,3.45,1.97,2.79
2014,3,20,26.65,77.88,3.05,1.14,2.43
2014,3,21,26.54,79.19,4.66,0.71,2.75
2014,3,22,26.74,77.75,4.77,4.07,4.41
2014,3,23,26.95,82.5,6.7,4.41,5.49
2014,3,24,26.98,80.88,5.97,4.16,5.3
2014,3,25,27.05,83,4.83,2.9,4.19
2014,3,26,27.25,80.06,3.91,2.45,3.57
2014,3,27,27.62,78.25,4.04,1.87,3.03
2014,3,28,27.38,82.69,4.49,1.43,2.9
2014,3,29,27.51,82.31,4.23,2.66,3.53
2014,3,30,27.76,79.75,5.15,2.49,3.75
2014,3,31,27.84,83.06,4.76,2.38,3.58
2014,4,1,27.67,81.75,3.91,1.34,3
2014,4,2,28,78.62,4.69,1.2,2.79
2014,4,3,28.26,79.12,4.88,2.97,3.9
2014,4,4,28.08,79.56,4.95,1.16,3.2
2014,4,5,27.95,78,4.07,0.95,2.61
2014,4,6,27.87,79.38,3.91,1.87,3.38
2014,4,7,28.15,75.25,4.14,1.16,2.58
2014,4,8,28.19,77.12,5.01,1.2,3.07
2014,4,9,28.27,76.5,4.94,0.75,3.02
2014,4,10,28.34,75.69,4.25,1.03,2.75
2014,4,11,28.33,75.31,4.11,1.11,2.51
2014,4,12,28.51,73.44,4.64,1.06,2.78
2014,4,13,28.6,74.25,4.07,0.89,2.45
2014,4,14,29.08,69.56,3.97,1.67,2.73
2014,4,15,28.92,70.5,5.13,1.61,3.23
2014,4,16,28.91,71.75,4.78,0.62,2.45
2014,4,17,28.99,75.94,5.8,1.66,3.88
2014,4,18,28.99,75.62,4.97,2.64,3.64
2014,4,19,28.68,78.81,5.66,3.41,4.72
2014,4,20,28.78,80.75,5.45,2.93,4.17
2014,4,21,28.88,79.12,5.84,3.06,3.97
2014,4,22,28.94,78.06,4.37,2.57,3.24
2014,4,23,29.16,75.25,3.78,1.02,2.61
2014,4,24,29.5,72.5,4.59,1.16,3.09
2014,4,25,29.61,73.25,4.8,2.57,3.38
2014,4,26,29.29,73.62,4.86,1.62,3.4
2014,4,27,29.76,72.75,4.73,1.24,2.98
2014,4,28,29.28,76.94,4.11,1.34,2.53
2014,4,29,29.23,75.19,4.38,1.32,2.63
2014,4,30,29.62,72.75,4.91,1.63,3.06
2014,5,1,29.54,75.06,4.52,2.44,3.39
2014,5,2,29.59,76.56,4.58,2.9,3.46
2014,5,3,29.48,77,4.59,2.96,3.73
2014,5,4,29.27,78.12,4.62,2.4,3.4
2014,5,5,29.04,82.12,4.92,4.01,4.45
2014,5,6,29.55,78.31,4.88,2.7,3.77
2014,5,7,29.57,76,3.27,1.78,2.41
2014,5,8,29.23,73.56,4.55,0.38,2.5
2014,5,9,29.8,72.69,4.53,0.85,2.58
2014,5,10,29.28,77.81,3.54,0.61,2.31
2014,5,11,30.01,71.38,4.28,0.23,1.8
2014,5,12,29.27,80.19,2.72,1.41,2.13
2014,5,13,29.55,77.19,3.16,0.38,2.23
2014,5,14,29.45,75.5,2.59,0.95,1.75
2014,5,15,29.52,75.12,2.96,0.49,1.77
2014,5,16,29.14,78.88,3.7,0.78,2.24
2014,5,17,28.88,75.31,2.07,0.12,1.13
2014,5,18,29,74.06,1.88,0.21,1.29
2014,5,19,29,74.06,2.79,0.33,1.75
2014,5,20,29.15,74.19,3.91,0.84,2.51
2014,5,21,28.84,78.25,2.76,1.35,2.05
2014,5,22,29.23,75.75,3.3,1.04,2.34
2014,5,23,28.74,79,3.91,0.98,2.4
2014,5,24,28.98,77.94,4,0.31,2.59
2014,5,25,29.4,76,3.64,0.98,2.3
2014,5,26,29.16,76.56,3.45,1.25,2.05
2014,5,27,29.25,75.88,3.6,1.21,2.41
2014,5,28,29.41,77.38,3.8,0.52,2.18
2014,5,29,29.23,77.19,2.06,0.1,1.23
2014,5,30,28.68,82.19,4.2,0.3,2.29
2014,5,31,29.24,80.06,4.11,1.22,2.84
2014,6,1,28.66,82.06,4.33,1.4,3.02
2014,6,2,28.39,80.88,2.99,0.58,1.97
2014,6,3,29.49,76.5,2.37,1.83,2.14
2014,6,4,29.18,76.44,3.43,0.2,1.68
2014,6,5,28.11,81.69,4.42,0.57,2.3
2014,6,6,28.56,81.56,4.53,1.16,2.73
2014,6,7,29.06,82.56,6.07,2.85,4.31
2014,6,8,29.01,84.56,5.41,3.17,4.42
2014,6,9,29.53,79.75,3.75,0.55,2.25
2014,6,10,29.27,81.06,2.7,0.69,1.61
2014,6,11,29.42,71.69,3.57,0.5,1.86
2014,6,12,28.87,76.81,2.81,0.52,1.72
2014,6,13,28.37,82.94,4.4,2.01,3.34
2014,6,14,29.05,79.62,6.59,0.96,3.81
2014,6,15,29.46,77.25,5.16,0.56,2.38
2014,6,16,29.05,79.88,3.3,2.05,2.67
2014,6,17,28.59,81.62,3.41,1.62,2.45
2014,6,18,29.27,78,4.5,0.46,2.84
2014,6,19,29.3,79.56,3.72,1.22,2.6
2014,6,20,29.44,77.69,3.53,1.34,2.65
2014,6,21,29.19,80.31,3.65,0.62,2.47
2014,6,22,28.05,88,5,2.68,3.8
2014,6,23,28.96,78.12,4.2,1.41,2.67
2014,6,24,28.8,80.56,4.11,0.41,2.44
2014,6,25,29.58,76.62,3.53,0.69,2.3
2014,6,26,29.26,78.19,4.05,0.26,1.87
2014,6,27,29.08,74.5,3.12,0.53,1.37
2014,6,28,28.55,77.44,3.9,0.45,2.96
2014,6,29,28.95,75.5,2.24,0.27,1.49
2014,6,30,28.5,76.81,3.33,0.88,2.03
2014,7,1,28.77,74.31,2.12,1.05,1.52
2014,7,2,29.11,75.44,3.14,0.41,1.67
2014,7,3,28.69,76.25,3.14,1.09,1.98
2014,7,4,29.12,76.62,4.12,0.34,2.23
2014,7,5,28.49,81.69,2.52,0.48,1.88
2014,7,6,29.18,78.62,3.8,0.59,2.57
2014,7,7,28.72,78.44,2.67,0.41,1.8
2014,7,8,28.68,78.38,4.08,0.24,2.04
2014,7,9,27.58,85.81,4.39,0.72,2.66
2014,7,10,28.05,82,3.77,1.7,2.44
2014,7,11,28.51,79.12,4.2,0.26,2.77
2014,7,12,28.62,77.44,3.42,0.33,2.2
2014,7,13,28.04,78.94,3.95,0.41,2.09
2014,7,14,27.52,79.94,3.95,0.75,2.68
2014,7,15,27.74,85.19,5.34,2.3,3.39
2014,7,16,27.94,82.12,4.55,0.9,2.7
2014,7,17,28.37,79.19,3.01,0.27,1.61
2014,7,18,28.53,79.81,3.52,1.7,2.77
2014,7,19,28.76,77.06,4.32,0.1,2.62
2014,7,20,29.25,74.81,2.91,0.62,1.77
2014,7,21,28.99,76.44,5.04,1,2.52
2014,7,22,28.25,81.31,4.34,0.99,2.77
2014,7,23,28.24,81.38,6.4,1.92,3.7
2014,7,24,28.62,80.38,5.82,1.44,3.15
2014,7,25,28.42,79.69,4.74,0.3,2.49
2014,7,26,27.89,83.25,5.48,2.09,3.23
2014,7,27,28.55,74.5,2.12,0.41,1.53
2014,7,28,28.44,79.19,3.39,0.98,2.12
2014,7,29,28.65,78.12,4.59,0.84,1.78
2014,7,30,28.37,77.94,3.69,0.47,2.18
2014,7,31,28.26,81.31,4.5,0.63,2.77
2014,8,1,28.23,79,4.02,0.47,2.05
2014,8,2,28.52,79.62,5.23,2.09,4.05
2014,8,3,28.21,82.12,4.44,2.09,3.34
2014,8,4,28.75,77.19,4.1,0.2,2.84
2014,8,5,28,80.19,3.82,0.85,2.22
2014,8,6,28.03,78.31,3.55,0.58,1.8
2014,8,7,27.72,78.81,3.2,2.18,2.77
2014,8,8,27.92,81.19,5.3,1.48,3.98
2014,8,9,27.75,82.75,4.13,2.73,3.68
2014,8,10,27.87,82.06,4.9,2.02,3.57
2014,8,11,28.2,78.56,4.45,0.38,3.13
2014,8,12,28.4,76.81,2.88,0.6,2.15
2014,8,13,28.09,76.75,3.7,1.48,2.23
2014,8,14,27.94,81.31,5.34,2.09,3.3
2014,8,15,27.63,81.44,5.23,1.93,3.62
2014,8,16,27.96,77.5,4.39,0.98,2.73
2014,8,17,28.18,76.88,5.65,1.34,3.18
2014,8,18,28.18,82.56,4.85,1.8,3.44
2014,8,19,27.24,84.88,4.83,0.15,2.12
2014,8,20,27.78,81.5,4.07,1.36,2.84
2014,8,21,27.94,83.44,4.57,2.55,3.47
2014,8,22,27.94,84.44,5.47,3.23,4.31
2014,8,23,28.18,80.06,4.22,1.77,2.62
2014,8,24,27.94,78.56,3.07,1.59,2.31
2014,8,25,27.65,81.81,5.19,2.11,3.21
2014,8,26,27.69,75.62,3.95,0.38,1.76
2014,8,27,27.58,79.19,3.78,1.14,2.16
2014,8,28,28.04,74.44,3.15,0.25,1.56
2014,8,29,27.3,78,4.2,1.39,3.02
2014,8,30,27.84,76.75,3.31,0.77,2.16
2014,8,31,28.12,77.94,4.05,0.34,2.22
2014,9,1,27.49,80.62,3.09,0.41,1.86
2014,9,2,27.47,82,4.21,0.33,2.26
2014,9,3,27.69,79.31,2.95,0.66,1.64
2014,9,4,28.2,79.06,3.32,0.14,1.36
2014,9,5,27.88,78.19,3.4,0.28,2.05
2014,9,6,27.14,78.12,3.5,0.31,2.24
2014,9,7,27.13,76.5,2.77,1.16,2.11
2014,9,8,27.49,77.31,2.73,0.48,2.05
2014,9,9,27.57,79.06,3.22,1.02,1.85
2014,9,10,27.81,77.5,3.62,0.11,2.24
2014,9,11,27.42,80.94,3.27,0.74,1.74
2014,9,12,28.33,76.62,3.02,0.14,1.88
2014,9,13,28.31,78,3.05,1.2,1.93
2014,9,14,27.76,80.25,3.48,0.72,2.42
2014,9,15,27.53,81.75,3.92,0.96,2.27
2014,9,16,27.55,79.94,2.96,0.52,2.3
2014,9,17,27.81,82.31,4.91,2.42,3.52
2014,9,18,28.25,79.5,4.26,1.94,2.91
2014,9,19,28.42,75.75,2.88,0.2,1.61
2014,9,20,28.39,74.25,3.27,0.29,1.88
2014,9,21,28.34,77.88,4.09,1.69,2.98
2014,9,22,28.22,79.06,4.06,2.53,3.33
2014,9,23,28.08,79.75,4.49,2.59,3.45
2014,9,24,28.15,79,3.84,1.99,2.83
2014,9,25,27.75,82,4.88,2.46,3.34
2014,9,26,27.78,80,3.63,0.75,2.28
2014,9,27,28.03,78.56,3.26,1.28,2.22
2014,9,28,28.33,77.88,3.64,1.73,2.56
2014,9,29,28.55,74.06,4.13,0.74,2.03
2014,9,30,28.21,79.94,3,1.33,2.46
2014,10,1,28.24,78.81,2.67,0.18,1.41
2014,10,2,28.4,75.88,1.81,0.52,1.23
2014,10,3,27.81,81.94,5.81,0.3,2.07
2014,10,4,26.7,85.62,6.23,1.76,3.34
2014,10,5,26.94,81.31,4.73,0.84,2.84
2014,10,6,27.21,80.19,5.2,0.79,2.48
2014,10,7,27.57,82.06,3.3,1.53,2.46
2014,10,8,26.94,87.75,3.91,3.05,3.38
2014,10,9,27.86,81.62,4.16,1.08,2.94
2014,10,10,28.8,76.44,2.62,0.21,1.67
2014,10,11,28.49,76.94,3.23,0.55,1.77
2014,10,12,27.62,79.62,3.52,0.21,2.3
2014,10,13,27.03,83.94,4.01,1.95,3.03
2014,10,14,27.35,85.31,4.87,1.99,3.53
2014,10,15,28.06,82.5,4.99,3.06,4.05
2014,10,16,27.85,85.19,6.3,2.2,3.68
2014,10,17,27.65,86.88,5.52,2.73,4.32
2014,10,18,26.99,81.44,4.71,0.73,2.11
2014,10,19,27.34,80.62,4.98,2.12,3.56
2014,10,20,27.47,81.12,3.77,1.37,2.71
2014,10,21,27.55,80.94,3.26,0.34,2.03
2014,10,22,27.23,81.88,3.2,1.59,2.44
2014,10,23,27.21,81.5,4.88,0.93,2.89
2014,10,24,27.3,80.19,4.8,0.84,2.6
2014,10,25,27.98,79.69,5.25,2.02,3.47
2014,10,26,28.23,78.56,4.33,0.35,2.67
2014,10,27,28.17,77.94,4.19,0.43,2.38
2014,10,28,28.33,75,4.65,0.5,2.43
2014,10,29,28.09,79.25,4.02,0.66,2.43
2014,10,30,28.12,79.69,4.19,0.52,3.06
2014,10,31,27.61,83.56,4.18,1.69,3.07
2014,11,1,27.82,81.62,3.97,1.25,2.36
2014,11,2,28.21,80.88,4.23,1.35,2.64
2014,11,3,27.86,84.5,3.92,1.66,2.8
2014,11,4,28.05,81.12,4.69,2.37,3.4
2014,11,5,27.35,83.88,4.73,3.22,3.97
2014,11,6,26.51,85.81,5.96,2.37,3.56
2014,11,7,26.38,88,7.12,4.83,5.69
2014,11,8,26.26,88.25,7.71,4.58,6.01
2014,11,9,27.07,87.81,6.98,2.92,5.14
2014,11,10,26.88,85.12,4.59,3.02,3.62
2014,11,11,27.57,80.12,3.8,0.24,2.42
2014,11,12,26.89,86.19,5.16,1.28,3.17
2014,11,13,26.33,88.69,6.34,3.36,4.48
2014,11,14,26.24,87.94,5.55,2.56,3.66
2014,11,15,26.79,85.81,3.97,1.93,2.94
2014,11,16,27.33,84.12,6.44,3.8,5.25
2014,11,17,27.48,83.69,6.62,4.77,5.7
2014,11,18,27.02,88.12,8.54,5.16,6.88
2014,11,19,26.1,91.19,8.75,4.1,5.97
2014,11,20,26.71,90.5,8.34,1.73,6.05
2014,11,21,27.2,86.5,4.88,2.42,3.36
2014,11,22,27.3,85.44,4.63,2.42,3.33
2014,11,23,27.51,82.81,4.4,1.07,2.59
2014,11,24,26.94,88.19,3.95,2.33,3.28
2014,11,25,26.92,86.44,3.37,1.2,2.28
2014,11,26,27.55,82.88,5.06,1.09,2.68
2014,11,27,27,86.5,4.75,1.34,2.41
2014,11,28,26.67,87.19,3.52,1.36,2.34
2014,11,29,27.47,78.12,3.3,0.38,1.57
2014,11,30,27.51,77.81,4.58,0.66,2.32
2014,12,1,27.61,81.44,4.35,1.79,2.86
2014,12,2,27.38,82.31,4.76,2.16,3.16
2014,12,3,27.83,79.56,4.34,0.77,2.22
2014,12,4,27.3,84.5,4.22,1.03,3.06
2014,12,5,27.12,85.06,4.8,0.6,2.8
2014,12,6,27.39,82.31,3.82,0.38,2.22
2014,12,7,26.61,88.56,5.45,1.44,3.54
2014,12,8,27.27,82.06,5.05,2.84,4.37
2014,12,9,27.42,78.5,6.34,4.77,5.29
2014,12,10,27.23,79.38,5.45,4.36,4.83
2014,12,11,27.69,75.62,5.63,3.02,4.17
2014,12,12,27.87,74.62,3.95,1.52,2.95
2014,12,13,27.64,83.56,7.07,2.63,5.26
2014,12,14,27,88.94,7.82,5.53,6.92
2014,12,15,27,87.62,7.5,5.65,6.58
2014,12,16,26.93,89.06,9.68,6.38,7.82
2014,12,17,26.89,88.44,8.51,6.89,7.85
2014,12,18,26.82,86.38,9.9,8.21,9.05
2014,12,19,26.8,86.75,11,5.75,8.18
2014,12,20,26.46,88.62,9.27,6.91,7.89
2014,12,21,26.79,88.56,10.43,7.22,8.75
2014,12,22,26.65,87.25,10.64,9.29,9.73
2014,12,23,26.35,89.44,10.73,7.59,9.38
2014,12,24,26.69,90.06,10.7,6.86,9.08
2014,12,25,26.55,90.88,8.35,5.25,6.66
2014,12,26,26.52,87.5,8.52,5.56,7.09
2014,12,27,26.4,88.06,7.72,3.06,5.24
2014,12,28,25.95,89.38,8.58,3.81,5.84
2014,12,29,25.71,87.56,9.01,6.27,7.84
2014,12,30,25.41,83.44,7.23,5.04,6.3
2014,12,31,25.41,81.12,6.2,4.83,5.52
2015,1,1,25.72,81.94,6.57,5.05,5.77
2015,1,2,25.55,82.12,5.85,3.66,4.98
2015,1,3,25.82,81.19,5.53,3.29,4.71
2015,1,4,25.44,87.81,6.2,3.8,4.78
2015,1,5,25.26,88.94,6.09,3.85,4.83
2015,1,6,25.37,88.94,5.67,2.07,4.62
2015,1,7,25.46,88.69,6.6,1.54,4.41
2015,1,8,25.74,87.75,8.38,5.35,7.36
2015,1,9,25.51,87.44,7.25,4.68,5.86
2015,1,10,25.51,86.88,6.61,4.34,5.52
2015,1,11,25.66,86.44,6.68,2.9,5.02
2015,1,12,25.64,84.44,5.8,3.24,4.92
2015,1,13,25.59,84.81,7.77,4.1,5.94
2015,1,14,25.72,83.31,6.93,5.4,6.15
2015,1,15,25.29,82.25,6.09,4.04,5.05
2015,1,16,24.85,81.06,4.88,3.19,4.23
2015,1,17,24.79,79.81,5.27,3.11,4.24
2015,1,18,24.95,83.25,6.45,5.2,5.98
2015,1,19,25.1,81.81,6.48,4.7,5.66
2015,1,20,25.26,83.19,6.45,4.88,5.81
2015,1,21,25.12,81.94,5.43,3.41,4.26
2015,1,22,25.11,83.06,6.69,4.34,5.09
2015,1,23,24.85,82.69,5.53,3.87,4.73
2015,1,24,24.79,80.94,4.98,4.02,4.55
2015,1,25,24.94,81.94,4.53,3.52,4.11
2015,1,26,25.06,81,5.51,2.02,3.82
2015,1,27,25.12,78.88,3.76,1.98,3.12
2015,1,28,25.44,78.38,3.99,2.7,3.47
2015,1,29,25.6,83.75,5.16,3.63,4.55
2015,1,30,25.37,83.5,5.25,3.73,4.47
2015,1,31,25.01,79.69,6.89,4.17,5.67
2015,2,1,24.87,79.75,6.36,5.02,5.8
2015,2,2,25.13,81.12,6.62,5.02,5.77
2015,2,3,24.94,85.94,7.2,3.96,5.79
2015,2,4,25.06,86.69,7.35,5.32,6.22
2015,2,5,25.12,83.19,7.62,5.23,6.24
2015,2,6,25,81.94,7.2,5.8,6.39
2015,2,7,25.16,79.56,7.22,5.4,6.34
2015,2,8,25.01,80.56,6.98,5.64,6.33
2015,2,9,24.92,78.88,6.8,5.92,6.43
2015,2,10,24.64,78.06,6.55,4.22,5.43
2015,2,11,24.51,79.75,5.01,3.39,3.93
2015,2,12,24.48,80,4.73,3.54,4.08
2015,2,13,24.48,79.88,4.53,3.83,4.31
2015,2,14,24.61,80.06,4.71,3.22,3.88
2015,2,15,25,80.94,4.45,3.26,3.95
2015,2,16,25.51,81.69,4.59,3.96,4.27
2015,2,17,25.63,80.56,4.63,3.22,4.08
2015,2,18,26.05,82.44,4.86,3.01,3.95
2015,2,19,25.94,84.12,5.33,3.36,4.16
2015,2,20,25.83,83.31,4.77,3.13,4.07
2015,2,21,25.83,80.69,4.82,3.74,4.3
2015,2,22,25.9,77.44,4.19,2.89,3.59
2015,2,23,25.74,80.12,3.88,2.05,2.88
2015,2,24,26.03,79.56,4.15,2.02,2.91
2015,2,25,25.48,80.62,4.06,2.48,3.18
2015,2,26,25.86,77.06,4.42,2.02,3.24
2015,2,27,26.19,78.12,3.85,2.77,3.17
2015,2,28,26.64,80.12,4.38,1.09,2.82
2015,3,1,26.73,79.75,4.77,2.62,3.95
2015,3,2,26.43,81.75,4.7,3.67,4.05
2015,3,3,26.3,79.81,4.05,2.25,3
2015,3,4,26.18,77.25,3.9,0.2,2.33
2015,3,5,26.65,76.5,4.03,1.05,2.39
2015,3,6,26.52,78.62,4.34,2.17,2.98
2015,3,7,26.47,83.06,4.73,1.99,3.23
2015,3,8,26.69,83.19,5.8,3.13,4.39
2015,3,9,27.05,81.31,5.45,3.55,4.34
2015,3,10,26.84,82,5.81,3.95,4.87
2015,3,11,26.68,74.88,5.73,4.07,4.93
2015,3,12,26.4,69.25,4.95,3.22,3.74
2015,3,13,26.55,67.38,4.67,3.23,4.08
2015,3,14,26.08,72.12,3.88,2.27,2.98
2015,3,15,26.29,74.88,3.26,2.31,2.77
2015,3,16,26.54,76.88,4.17,1.69,2.55
2015,3,17,26.3,77.5,4.24,1.3,2.71
2015,3,18,26.69,78.88,4.77,1.46,2.8
2015,3,19,26.53,78.75,3.95,0.99,2.22
2015,3,20,26.86,80.25,5.62,2.32,3.71
2015,3,21,26.81,81,4.69,2.02,3.5
2015,3,22,26.86,78.38,4.62,2.14,3.48
2015,3,23,26.57,79,4.57,2.9,3.65
2015,3,24,26.75,79.25,5.51,3.74,4.49
2015,3,25,27.25,81.38,6.2,4.86,5.59
2015,3,26,27.78,78.25,6.91,5.19,5.99
2015,3,27,27.65,80.12,6.92,5.31,6.21
2015,3,28,27.44,81.19,6.02,3.93,5.14
2015,3,29,27.69,80.44,5.39,4.23,4.92
2015,3,30,27.8,78.94,5.04,3.09,4.31
2015,3,31,27.55,82.88,4.54,2.84,3.55
2015,4,1,27.9,79,3.88,2.28,2.95
2015,4,2,28,77.38,3.34,1.49,2.55
2015,4,3,28.15,76.81,4.18,0.44,2.51
2015,4,4,28.27,78.75,5.34,2.17,3.66
2015,4,5,28.2,78.25,5.29,2.77,3.8
2015,4,6,28.57,75.38,5.49,0.69,3.17
2015,4,7,28.56,75.31,5.36,2.29,3.88
2015,4,8,28.36,74.88,5.21,3.98,4.88
2015,4,9,28.39,75.69,4.81,2.88,3.94
2015,4,10,28.21,79.25,4.49,2.57,3.89
2015,4,11,28.19,79.19,3.81,1.95,2.92
2015,4,12,28.35,75.81,4.39,2.7,3.52
2015,4,13,28.4,76,5.16,2.35,3.91
2015,4,14,27.52,83.75,6.74,3.29,4.73
2015,4,15,27.76,80.81,7.72,4.88,6.11
2015,4,16,28.15,75.5,4.83,3.27,3.99
2015,4,17,28.02,77.31,3.51,2.23,2.92
2015,4,18,28.32,78.75,4.07,1.95,3.12
2015,4,19,28.3,80.38,3.49,2.71,3.1
2015,4,20,28.25,79.19,3.36,0.73,2.38
2015,4,21,28.55,76.44,3.08,0.53,1.86
2015,4,22,28.93,74.38,4.55,0.84,2.27
2015,4,23,28.55,77.88,3.84,2.5,3.24
2015,4,24,27.85,80.25,3.58,1.72,2.86
2015,4,25,27.66,80.38,3.48,0.95,2.34
2015,4,26,28.17,81.56,3.92,2.6,3.22
2015,4,27,28.15,81.69,3.36,1.62,2.63
2015,4,28,27.56,79.38,3.27,0.42,2.04
2015,4,29,27.98,79.25,3.7,0.16,1.57
2015,4,30,28.09,79.94,2.59,0.57,1.73
2015,5,1,28.31,77.94,4.61,0.41,2.7
2015,5,2,28.15,80.31,4.15,2.26,3.12
2015,5,3,28.22,80.75,4.31,2.18,2.99
2015,5,4,28.48,77.62,2.98,0.42,1.96
2015,5,5,28.76,73.56,3.72,0.48,1.97
2015,5,6,29.13,73,3.95,0.3,2.01
2015,5,7,29.19,78.88,4.06,1.68,2.8
2015,5,8,28.94,81.19,4.44,1.69,2.94
2015,5,9,29.21,79.94,5.02,0.47,3.03
2015,5,10,29.1,81.19,4.12,2.52,3.1
2015,5,11,28.98,81.94,5.25,2.95,4.03
